sensor_name,sensor_kind,t_monotonic,t_wall,raw_value,value,units,status,message,filtered_value,sequence,source
IC-PT6,pressure,17244.882287552,1779237668.0106132,1055026,2.576891491042552,psi,OK,,,,hardware
IC-PT1,pressure,17245.00071456,1779237668.1290388,978286,1.6620792939757445,psi,OK,,,,hardware
IC-PT2,pressure,17245.118586879,1779237668.2469118,918220,0.946036690001093,psi,OK,,,,hardware
IC-PT3,pressure,17245.237069877,1779237668.365394,728498,-1.315626062825449,psi,OK,,,,hardware
IC-PT4,pressure,17245.355488292,1779237668.483814,874267,0.4220760371775678,psi,OK,,,,hardware
IC-PT5,pressure,17245.474224571,1779237668.602549,912936,0.8830464938934424,psi,OK,,,,hardware
IC-PT6,pressure,17245.592416995,1779237668.7207417,1056022,2.588764737697211,psi,OK,,,,hardware
IC-PT1,pressure,17245.710318013,1779237668.838642,976764,1.6439356379432235,psi,OK,,,,hardware
IC-PT2,pressure,17245.828679187,1779237668.9570034,916368,0.923959126944438,psi,OK,,,,hardware
IC-PT3,pressure,17245.947233123,1779237669.075559,729858,-1.2994135975138665,psi,OK,,,,hardware
IC-PT4,pressure,17246.065251693,1779237669.1935756,874779,0.42817955353016357,psi,OK,,,,hardware
IC-PT5,pressure,17246.183247814,1779237669.311572,912596,0.8789933775655467,psi,OK,,,,hardware
IC-PT6,pressure,17246.301893417,1779237669.430218,1053910,2.5635877327427536,psi,OK,,,,hardware
IC-PT1,pressure,17246.420532248,1779237669.5488563,976735,1.6435899309623148,psi,OK,,,,hardware
IC-PT2,pressure,17246.538838943,1779237669.6671631,916646,0.9272731455890115,psi,OK,,,,hardware
IC-PT3,pressure,17246.657054232,1779237669.7853782,730130,-1.29617110445155,psi,OK,,,,hardware
IC-PT4,pressure,17246.775156188,1779237669.9034803,874735,0.42765503259361237,psi,OK,,,,hardware
IC-PT5,pressure,17246.892992101,1779237670.021317,912025,0.8721865263207573,psi,OK,,,,hardware
IC-PT6,pressure,17247.011373484,1779237670.1396985,1053268,2.5559344954412566,psi,OK,,,,hardware
IC-PT1,pressure,17247.129410908,1779237670.2577338,976051,1.6354360145850189,psi,OK,,,,hardware
IC-PT2,pressure,17247.247586301,1779237670.3759103,915779,0.9169376989528777,psi,OK,,,,hardware
IC-PT3,pressure,17247.365979194,1779237670.494304,730688,-1.2895192253016508,psi,OK,,,,hardware
IC-PT4,pressure,17247.484516567,1779237670.6128407,874166,0.4208720232095753,psi,OK,,,,hardware
IC-PT5,pressure,17247.602663939,1779237670.730989,912983,0.883606777621122,psi,OK,,,,hardware
IC-PT6,pressure,17247.720599696,1779237670.8489242,1054079,2.5656023699763253,psi,OK,,,,hardware
IC-PT1,pressure,17247.838702016,1779237670.9670255,977525,1.653007465959484,psi,OK,,,,hardware
IC-PT2,pressure,17247.954393394,1779237671.0827174,918082,0.9443916016091825,psi,OK,,,,hardware
IC-PT3,pressure,17248.07053748,1779237671.1988616,731260,-1.2827004531264852,psi,OK,,,,hardware
IC-PT4,pressure,17248.188753498,1779237671.317078,874471,0.4245079069743052,psi,OK,,,,hardware
IC-PT5,pressure,17248.306656443,1779237671.4349809,913071,0.8846558194942244,psi,OK,,,,hardware
IC-PT6,pressure,17248.42526366,1779237671.5535886,1055342,2.58065850504142,psi,OK,,,,hardware
IC-PT1,pressure,17248.543187021,1779237671.6715107,976829,1.6447104984176741,psi,OK,,,,hardware
IC-PT2,pressure,17248.661093351,1779237671.7894175,916932,0.9306825316765943,psi,OK,,,,hardware
IC-PT3,pressure,17248.778950514,1779237671.9072747,731516,-1.2796486949501873,psi,OK,,,,hardware
IC-PT4,pressure,17248.897401324,1779237672.0257273,874123,0.42035942320340025,psi,OK,,,,hardware
IC-PT5,pressure,17249.015579061,1779237672.1439047,913011,0.8839405636716546,psi,OK,,,,hardware
IC-PT6,pressure,17249.134349664,1779237672.2626736,1055361,2.580885002718567,psi,OK,,,,hardware
IC-PT1,pressure,17249.252405629,1779237672.3807294,976767,1.643971400734352,psi,OK,,,,hardware
IC-PT2,pressure,17249.370584928,1779237672.4989104,917052,0.932113043321734,psi,OK,,,,hardware
IC-PT3,pressure,17249.488713603,1779237672.6170378,731060,-1.285084639201718,psi,OK,,,,hardware
IC-PT4,pressure,17249.6068941,1779237672.7352178,875046,0.43136244194059925,psi,OK,,,,hardware
IC-PT5,pressure,17249.727573821,1779237672.8558962,912907,0.8827007869125336,psi,OK,,,,hardware
IC-PT6,pressure,17249.845766974,1779237672.9740918,1056096,2.5896468865450473,psi,OK,,,,hardware
IC-PT1,pressure,17249.963896221,1779237673.09222,977645,1.6544379776046236,psi,OK,,,,hardware
IC-PT2,pressure,17250.081950208,1779237673.2102742,918438,0.9486354528230967,psi,OK,,,,hardware
IC-PT3,pressure,17250.20037008,1779237673.328694,731955,-1.2744154065150515,psi,OK,,,,hardware
IC-PT4,pressure,17250.318852609,1779237673.4471767,874965,0.43039684658013,psi,OK,,,,hardware
IC-PT5,pressure,17250.436890137,1779237673.565214,912509,0.8779562566228205,psi,OK,,,,hardware
IC-PT6,pressure,17250.555186156,1779237673.6835108,1053368,2.557126588478873,psi,OK,,,,hardware
IC-PT1,pressure,17250.673433892,1779237673.8017573,978017,1.6588725637045565,psi,OK,,,,hardware
IC-PT2,pressure,17250.791267931,1779237673.9195921,918495,0.949314945854538,psi,OK,,,,hardware
IC-PT3,pressure,17250.90730608,1779237674.0356297,732023,-1.2736047832494723,psi,OK,,,,hardware
IC-PT4,pressure,17251.023595167,1779237674.1519203,874472,0.42451982790468135,psi,OK,,,,hardware
IC-PT5,pressure,17251.142091081,1779237674.270415,912554,0.8784926984897479,psi,OK,,,,hardware
IC-PT6,pressure,17251.260440068,1779237674.3887644,1054418,2.5696435653738448,psi,OK,,,,hardware
IC-PT1,pressure,17251.378745722,1779237674.5070703,977100,1.6479410705496145,psi,OK,,,,hardware
IC-PT2,pressure,17251.496792885,1779237674.6251173,917886,0.9420550992554544,psi,OK,,,,hardware
IC-PT3,pressure,17251.615202758,1779237674.7435284,733555,-1.2553419179131886,psi,OK,,,,hardware
IC-PT4,pressure,17251.733891642,1779237674.8622153,874304,0.42251711160148586,psi,OK,,,,hardware
IC-PT5,pressure,17251.851820107,1779237674.980144,913912,0.8946813219405803,psi,OK,,,,hardware
IC-PT6,pressure,17251.969875969,1779237675.0982013,1056029,2.5888481842098443,psi,OK,,,,hardware
IC-PT1,pressure,17252.087954903,1779237675.2162786,979167,1.6725816336371468,psi,OK,,,,hardware
IC-PT2,pressure,17252.20560467,1779237675.3339286,917697,0.9398020434143595,psi,OK,,,,hardware
IC-PT3,pressure,17252.323432979,1779237675.451757,732235,-1.2710775460097257,psi,OK,,,,hardware
IC-PT4,pressure,17252.441645299,1779237675.5699697,874876,0.42933588377665144,psi,OK,,,,hardware
IC-PT5,pressure,17252.559763765,1779237675.6880882,913259,0.8868969544049432,psi,OK,,,,hardware
IC-PT6,pressure,17252.679253587,1779237675.807578,1054717,2.5732079235563177,psi,OK,,,,hardware
IC-PT1,pressure,17252.797636168,1779237675.9259603,975898,1.6336121122374658,psi,OK,,,,hardware
IC-PT2,pressure,17252.91633776,1779237676.0446641,918237,0.9462393458174878,psi,OK,,,,hardware
IC-PT3,pressure,17253.036246073,1779237676.164571,733543,-1.2554849690777026,psi,OK,,,,hardware
IC-PT4,pressure,17253.153915372,1779237676.2822394,874069,0.4197156929630874,psi,OK,,,,hardware
IC-PT5,pressure,17253.272243369,1779237676.400568,913261,0.8869207962656955,psi,OK,,,,hardware
IC-PT6,pressure,17253.390004334,1779237676.5183294,1054451,2.570036956076258,psi,OK,,,,hardware
IC-PT1,pressure,17253.507641705,1779237676.635965,973659,1.6069211491252355,psi,OK,,,,hardware
IC-PT2,pressure,17253.62759356,1779237676.7559166,918036,0.9438432388118789,psi,OK,,,,hardware
IC-PT3,pressure,17253.745268691,1779237676.8735926,733958,-1.2505377829715947,psi,OK,,,,hardware
IC-PT4,pressure,17253.86669482,1779237676.995022,874276,0.4221833255509533,psi,OK,,,,hardware
IC-PT5,pressure,17253.984796203,1779237677.1131215,912556,0.8785165403505002,psi,OK,,,,hardware
IC-PT6,pressure,17254.102525761,1779237677.2308502,1055892,2.58721501674831,psi,OK,,,,hardware
IC-PT1,pressure,17254.220511883,1779237677.3488355,978544,1.6651548940127947,psi,OK,,,,hardware
IC-PT2,pressure,17254.338489307,1779237677.466813,916505,0.9255922944059725,psi,OK,,,,hardware
IC-PT3,pressure,17254.455241416,1779237677.5835655,733700,-1.2536133830086449,psi,OK,,,,hardware
