sensor_name,sensor_kind,t_monotonic,t_wall,raw_value,value,units,status,message,filtered_value,sequence,source
thrust,thrust,378019.4392388,1779343187.4199853,2513,149.7864901764956,N,OK,,,,simulated
tank_temp,temperature,378019.4393754,1779343187.4201221,180749,20.09042137158766,°C,OK,,,,simulated
CC-PT,pressure,378019.4496779,1779343187.4304254,2213548,204.84439490370693,psi,OK,,,,simulated
FI-PT,pressure,378019.4497602,1779343187.4305067,2870600,302.75278422269633,psi,OK,,,,simulated
thrust,thrust,378019.4497721,1779343187.4305189,2497,148.8328157464025,N,OK,,,,simulated
tank_temp,temperature,378019.4497852,1779343187.4305317,180783,20.143059245975916,°C,OK,,,,simulated
CC-PT,pressure,378019.4601665,1779343187.440914,2233433,207.8074911603321,psi,OK,,,,simulated
FI-PT,pressure,378019.4602407,1779343187.4409873,2865320,301.9660028178695,psi,OK,,,,simulated
thrust,thrust,378019.4602525,1779343187.4409993,2603,155.1509088457692,N,OK,,,,simulated
tank_temp,temperature,378019.4602658,1779343187.4410124,180682,19.986693795587275,°C,OK,,,,simulated
CC-PT,pressure,378019.4706511,1779343187.4513988,2251951,210.56688851915462,psi,OK,,,,simulated
FI-PT,pressure,378019.4707307,1779343187.4514775,2853567,300.2146691339814,psi,OK,,,,simulated
thrust,thrust,378019.4707428,1779343187.4514892,2679,159.68086238871138,N,OK,,,,simulated
tank_temp,temperature,378019.4707567,1779343187.4515033,180713,20.034687151647155,°C,OK,,,,simulated
CC-PT,pressure,378019.4809686,1779343187.4617162,2217504,205.43388491080822,psi,OK,,,,simulated
FI-PT,pressure,378019.4810714,1779343187.4618187,2869372,302.5697979414222,psi,OK,,,,simulated
thrust,thrust,378019.4811302,1779343187.4618776,2751,163.97239732413027,N,OK,,,,simulated
tank_temp,temperature,378019.4811683,1779343187.4619155,180610,19.875225355706267,°C,OK,,,,simulated
CC-PT,pressure,378019.4912898,1779343187.4720366,2212810,204.73442432098682,psi,OK,,,,simulated
FI-PT,pressure,378019.4913352,1779343187.472082,2866088,302.08044374948065,psi,OK,,,,simulated
thrust,thrust,378019.4913467,1779343187.472093,2795,166.59500200688626,N,OK,,,,simulated
tank_temp,temperature,378019.4913586,1779343187.4721053,180709,20.028494460542657,°C,OK,,,,simulated
CC-PT,pressure,378019.5014317,1779343187.4821782,2237233,208.37373535319986,psi,OK,,,,simulated
FI-PT,pressure,378019.5014478,1779343187.4821944,2872985,303.10817695953574,psi,OK,,,,simulated
thrust,thrust,378019.5014631,1779343187.4822102,2877,171.48258346111334,N,OK,,,,simulated
tank_temp,temperature,378019.5014889,1779343187.482236,180601,19.86129180072114,°C,OK,,,,simulated
CC-PT,pressure,378019.5120286,1779343187.4927757,2234768,208.00642168598432,psi,OK,,,,simulated
FI-PT,pressure,378019.5120668,1779343187.4928133,2868347,302.41706102097766,psi,OK,,,,simulated
thrust,thrust,378019.5120772,1779343187.4928238,2795,166.59500200688626,N,OK,,,,simulated
tank_temp,temperature,378019.5120875,1779343187.492834,180653,19.941796785079646,°C,OK,,,,simulated
CC-PT,pressure,378019.5224281,1779343187.5031753,2255725,211.12925840965013,psi,OK,,,,simulated
FI-PT,pressure,378019.522475,1779343187.5032215,2877554,303.78901109564436,psi,OK,,,,simulated
thrust,thrust,378019.5224861,1779343187.5032327,2963,176.60858352286368,N,OK,,,,simulated
tank_temp,temperature,378019.5224965,1779343187.503243,180818,20.197245293140295,°C,OK,,,,simulated
CC-PT,pressure,378019.5328162,1779343187.513563,2237532,208.41828983048077,psi,OK,,,,simulated
FI-PT,pressure,378019.5328573,1779343187.513604,2866508,302.1430286339555,psi,OK,,,,simulated
thrust,thrust,378019.5328676,1779343187.5136142,3009,179.3503975093813,N,OK,,,,simulated
tank_temp,temperature,378019.5328776,1779343187.5136244,180606,19.869032664601765,°C,OK,,,,simulated
CC-PT,pressure,378019.5432848,1779343187.5240316,2240223,208.81928012600898,psi,OK,,,,simulated
FI-PT,pressure,378019.5433459,1779343187.5240927,2869491,302.5875303253568,psi,OK,,,,simulated
thrust,thrust,378019.5433717,1779343187.524119,3047,181.6153742808524,N,OK,,,,simulated
tank_temp,temperature,378019.5434137,1779343187.5241606,180802,20.172474528722294,°C,OK,,,,simulated
CC-PT,pressure,378019.553977,1779343187.5347247,2240422,208.84893344031968,psi,OK,,,,simulated
FI-PT,pressure,378019.5540861,1779343187.5348332,2874610,303.35032085780153,psi,OK,,,,simulated
thrust,thrust,378019.5540997,1779343187.5348463,3157,188.17188598774237,N,OK,,,,simulated
tank_temp,temperature,378019.5541138,1779343187.5348604,180773,20.127577518214665,°C,OK,,,,simulated
CC-PT,pressure,378019.564359,1779343187.5451071,2233924,207.8806558705158,psi,OK,,,,simulated
FI-PT,pressure,378019.5644649,1779343187.5452116,2857382,300.78314850129465,psi,OK,,,,simulated
thrust,thrust,378019.5644855,1779343187.545232,3113,185.54928130498638,N,OK,,,,simulated
tank_temp,temperature,378019.564506,1779343187.5452526,180733,20.06565060716966,°C,OK,,,,simulated
CC-PT,pressure,378019.5745169,1779343187.5552642,2252179,210.60086317072668,psi,OK,,,,simulated
FI-PT,pressure,378019.5745996,1779343187.5553463,2864694,301.872721537676,psi,OK,,,,simulated
thrust,thrust,378019.574611,1779343187.5553577,3177,189.36397902535873,N,OK,,,,simulated
tank_temp,temperature,378019.5746255,1779343187.5553722,180785,20.146155591528167,°C,OK,,,,simulated
CC-PT,pressure,378019.5851104,1779343187.565858,2233637,207.8378895327913,psi,OK,,,,simulated
FI-PT,pressure,378019.585218,1779343187.5659647,2864137,301.789722059932,psi,OK,,,,simulated
thrust,thrust,378019.5852404,1779343187.5659873,3145,187.45663016517256,N,OK,,,,simulated
tank_temp,temperature,378019.585263,1779343187.5660095,180791,20.155444628184917,°C,OK,,,,simulated
CC-PT,pressure,378019.5957292,1779343187.5764768,2260263,211.80547318523801,psi,OK,,,,simulated
FI-PT,pressure,378019.5958544,1779343187.576601,2889542,305.57536251251247,psi,OK,,,,simulated
thrust,thrust,378019.5958814,1779343187.5766282,3253,193.8939325683009,N,OK,,,,simulated
tank_temp,temperature,378019.5959076,1779343187.5766544,180826,20.209630675349295,°C,OK,,,,simulated
CC-PT,pressure,378019.6059444,1779343187.586692,2250088,210.2892798530197,psi,OK,,,,simulated
FI-PT,pressure,378019.6060365,1779343187.5867832,2869084,302.52688259206803,psi,OK,,,,simulated
thrust,thrust,378019.6060486,1779343187.5867953,3215,191.6289557968298,N,OK,,,,simulated
tank_temp,temperature,378019.6060608,1779343187.5868075,180745,20.08422868048316,°C,OK,,,,simulated
CC-PT,pressure,378019.6161953,1779343187.5969427,2256551,211.25234201578402,psi,OK,,,,simulated
FI-PT,pressure,378019.6162644,1779343187.597011,2876999,303.70630964115975,psi,OK,,,,simulated
thrust,thrust,378019.6162805,1779343187.597027,3239,193.05946744196945,N,OK,,,,simulated
tank_temp,temperature,378019.6162971,1779343187.5970438,180724,20.051717052184532,°C,OK,,,,simulated
CC-PT,pressure,378019.6266861,1779343187.6074343,2247417,209.89126979008554,psi,OK,,,,simulated
FI-PT,pressure,378019.6267801,1779343187.607527,2877095,303.72061475761114,psi,OK,,,,simulated
thrust,thrust,378019.6267965,1779343187.6075432,3389,202.00016522409214,N,OK,,,,simulated
tank_temp,temperature,378019.6268138,1779343187.6075606,180725,20.053265224960658,°C,OK,,,,simulated
CC-PT,pressure,378019.6371007,1779343187.6178484,2245195,209.5601659488876,psi,OK,,,,simulated
FI-PT,pressure,378019.637207,1779343187.6179543,2868454,302.43300526535575,psi,OK,,,,simulated
thrust,thrust,378019.6372396,1779343187.6179862,3349,199.61597914885942,N,OK,,,,simulated
tank_temp,temperature,378019.6372538,1779343187.6180003,180702,20.017657251109778,°C,OK,,,,simulated
CC-PT,pressure,378019.6475299,1779343187.6282809,2274046,213.8593004774213,psi,OK,,,,simulated
FI-PT,pressure,378019.6476075,1779343187.6283543,2856090,300.5906254757196,psi,OK,,,,simulated
thrust,thrust,378019.647623,1779343187.6283696,3337,198.9007233262896,N,OK,,,,simulated
tank_temp,temperature,378019.6476376,1779343187.6283844,180764,20.11364396322954,°C,OK,,,,simulated
CC-PT,pressure,378019.6577734,1779343187.6385207,2262068,212.0744391768502,psi,OK,,,,simulated
FI-PT,pressure,378019.6578496,1779343187.638596,2881827,304.4257377893612,psi,OK,,,,simulated
thrust,thrust,378019.657866,1779343187.6386125,3351,199.73518845262106,N,OK,,,,simulated
tank_temp,temperature,378019.6578819,1779343187.6386287,180718,20.042428015527783,°C,OK,,,,simulated
CC-PT,pressure,378019.6683268,1779343187.6490753,2270959,213.3993015765311,psi,OK,,,,simulated
FI-PT,pressure,378019.6683967,1779343187.6491432,2868439,302.43077009091024,psi,OK,,,,simulated
thrust,thrust,378019.6684089,1779343187.6491554,3301,196.75495585858016,N,OK,,,,simulated
tank_temp,temperature,378019.6684194,1779343187.649166,180839,20.229756921438923,°C,OK,,,,simulated
CC-PT,pressure,378019.678824,1779343187.659572,2262129,212.08352888626203,psi,OK,,,,simulated
FI-PT,pressure,378019.6789178,1779343187.6596644,2880188,304.18150772827954,psi,OK,,,,simulated
thrust,thrust,378019.6789347,1779343187.6596813,3315,197.5894209849116,N,OK,,,,simulated
tank_temp,temperature,378019.6789517,1779343187.6596985,180651,19.9387004395274,°C,OK,,,,simulated
CC-PT,pressure,378019.6891973,1779343187.6699445,2287940,215.92966806050163,psi,OK,,,,simulated
FI-PT,pressure,378019.6892528,1779343187.6699996,2860235,301.2082786808346,psi,OK,,,,simulated
thrust,thrust,378019.6892641,1779343187.6700108,3363,200.45044427519088,N,OK,,,,simulated
tank_temp,temperature,378019.6892763,1779343187.670023,180703,20.019205423885904,°C,OK,,,,simulated
CC-PT,pressure,378019.6997248,1779343187.6804726,2266662,212.7589986037014,psi,OK,,,,simulated
FI-PT,pressure,378019.6998125,1779343187.6805594,2869387,302.5720331158678,psi,OK,,,,simulated
thrust,thrust,378019.6998344,1779343187.680581,3271,194.96681630215562,N,OK,,,,simulated
tank_temp,temperature,378019.6998549,1779343187.6806016,180714,20.03623532442328,°C,OK,,,,simulated
CC-PT,pressure,378019.7101191,1779343187.6908667,2254078,210.88383625553087,psi,OK,,,,simulated
FI-PT,pressure,378019.710251,1779343187.6909986,2886864,305.1763093681704,psi,OK,,,,simulated
thrust,thrust,378019.710289,1779343187.6910355,3341,199.13914193381288,N,OK,,,,simulated
tank_temp,temperature,378019.7103041,1779343187.6910508,180642,19.924766884542272,°C,OK,,,,simulated
CC-PT,pressure,378019.7202691,1779343187.7010164,2273515,213.7801753020495,psi,OK,,,,simulated
FI-PT,pressure,378019.7203254,1779343187.701072,2889018,305.4972804185486,psi,OK,,,,simulated
thrust,thrust,378019.7203384,1779343187.7010849,3261,194.37076978334744,N,OK,,,,simulated
tank_temp,temperature,378019.7203507,1779343187.7010972,180902,20.32729180633481,°C,OK,,,,simulated
CC-PT,pressure,378019.7304555,1779343187.7112029,2271385,213.46278053078416,psi,OK,,,,simulated
FI-PT,pressure,378019.7305264,1779343187.7112732,2861907,301.45742612569643,psi,OK,,,,simulated
thrust,thrust,378019.730542,1779343187.7112887,3307,197.11258376986507,N,OK,,,,simulated
tank_temp,temperature,378019.730557,1779343187.7113037,180625,19.898447947348142,°C,OK,,,,simulated
CC-PT,pressure,378019.7409118,1779343187.721659,2245084,209.54362565799067,psi,OK,,,,simulated
FI-PT,pressure,378019.7409661,1779343187.7217126,2862015,301.47351938170425,psi,OK,,,,simulated
thrust,thrust,378019.7409786,1779343187.7217252,3245,193.41709535325435,N,OK,,,,simulated
tank_temp,temperature,378019.7409905,1779343187.7217371,180764,20.11364396322954,°C,OK,,,,simulated
CC-PT,pressure,378019.7513193,1779343187.7320666,2268608,213.04897523510158,psi,OK,,,,simulated
FI-PT,pressure,378019.7513762,1779343187.732123,2875397,303.4675930103771,psi,OK,,,,simulated
thrust,thrust,378019.7513907,1779343187.7321372,3319,197.82783959243488,N,OK,,,,simulated
tank_temp,temperature,378019.7514056,1779343187.7321522,180750,20.091969544363785,°C,OK,,,,simulated
CC-PT,pressure,378019.7617054,1779343187.742453,2280948,214.88777874562493,psi,OK,,,,simulated
FI-PT,pressure,378019.7618025,1779343187.7425494,2883584,304.6875512227477,psi,OK,,,,simulated
thrust,thrust,378019.7618323,1779343187.7425792,3265,194.6091883908707,N,OK,,,,simulated
tank_temp,temperature,378019.7618587,1779343187.7426057,180892,20.311810078573558,°C,OK,,,,simulated
CC-PT,pressure,378019.7721741,1779343187.7529213,2280447,214.8131239191442,psi,OK,,,,simulated
FI-PT,pressure,378019.7722148,1779343187.7529616,2878278,303.89689551554864,psi,OK,,,,simulated
thrust,thrust,378019.7722244,1779343187.752971,3183,189.72160693664364,N,OK,,,,simulated
tank_temp,temperature,378019.7722343,1779343187.752981,180659,19.9510858217364,°C,OK,,,,simulated
CC-PT,pressure,378019.7826997,1779343187.7634468,2270258,213.29484442410995,psi,OK,,,,simulated
FI-PT,pressure,378019.7827624,1779343187.763509,2880131,304.17301406538655,psi,OK,,,,simulated
thrust,thrust,378019.7827779,1779343187.7635245,3101,184.83402548241656,N,OK,,,,simulated
tank_temp,temperature,378019.7827927,1779343187.7635393,180858,20.2591722041853,°C,OK,,,,simulated
CC-PT,pressure,378019.7937993,1779343187.7745485,2262814,212.18560185260793,psi,OK,,,,simulated
FI-PT,pressure,378019.7939866,1779343187.7747333,2867560,302.2997888684021,psi,OK,,,,simulated
thrust,thrust,378019.7940149,1779343187.7747614,3099,184.71481617865493,N,OK,,,,simulated
tank_temp,temperature,378019.7940658,1779343187.7748132,180743,20.08113233493091,°C,OK,,,,simulated
CC-PT,pressure,378019.8042495,1779343187.784999,2281217,214.92786287401478,psi,OK,,,,simulated
FI-PT,pressure,378019.8044158,1779343187.7851624,2883828,304.723910060395,psi,OK,,,,simulated
thrust,thrust,378019.8044401,1779343187.7851868,3081,183.6419324448002,N,OK,,,,simulated
tank_temp,temperature,378019.8044659,1779343187.785213,180782,20.14151107319979,°C,OK,,,,simulated
CC-PT,pressure,378019.8152317,1779343187.7959816,2266033,212.6652702886188,psi,OK,,,,simulated
FI-PT,pressure,378019.8154079,1779343187.7961547,2889591,305.5826640823679,psi,OK,,,,simulated
thrust,thrust,378019.8154772,1779343187.7962246,3003,178.9927695980964,N,OK,,,,simulated
tank_temp,temperature,378019.8155175,1779343187.7962646,180751,20.09351771713991,°C,OK,,,,simulated
CC-PT,pressure,378019.8257427,1779343187.8064902,2292125,216.55328173080468,psi,OK,,,,simulated
FI-PT,pressure,378019.825845,1779343187.8065917,2874367,303.31411103178397,psi,OK,,,,simulated
thrust,thrust,378019.8258872,1779343187.8066344,2999,178.75435099057313,N,OK,,,,simulated
tank_temp,temperature,378019.825933,1779343187.8066797,180837,20.226660575886672,°C,OK,,,,simulated
CC-PT,pressure,378019.8369709,1779343187.8177204,2276995,214.29873577341263,psi,OK,,,,simulated
FI-PT,pressure,378019.8371771,1779343187.817924,2864761,301.88270531686607,psi,OK,,,,simulated
thrust,thrust,378019.8372084,1779343187.817955,2967,176.84700213038695,N,OK,,,,simulated
tank_temp,temperature,378019.837239,1779343187.8179858,180724,20.051717052184532,°C,OK,,,,simulated
CC-PT,pressure,378019.8478207,1779343187.8285701,2271995,213.5536776249024,psi,OK,,,,simulated
FI-PT,pressure,378019.8480732,1779343187.8288207,2871972,302.95722817864754,psi,OK,,,,simulated
thrust,thrust,378019.8481342,1779343187.8288815,2873,171.24416485359006,N,OK,,,,simulated
tank_temp,temperature,378019.8481747,1779343187.8289218,180794,20.160089146513293,°C,OK,,,,simulated
CC-PT,pressure,378019.858769,1779343187.8395185,2276808,214.27087059865835,psi,OK,,,,simulated
FI-PT,pressure,378019.8589731,1779343187.8397202,2887696,305.3002870440825,psi,OK,,,,simulated
thrust,thrust,378019.8590053,1779343187.839752,2799,166.83342061440953,N,OK,,,,simulated
tank_temp,temperature,378019.8590365,1779343187.8397837,180824,20.206534329797048,°C,OK,,,,simulated
CC-PT,pressure,378019.8693293,1779343187.8500788,2275516,214.0783475730833,psi,OK,,,,simulated
FI-PT,pressure,378019.8695144,1779343187.8502612,2862981,301.6174646159964,psi,OK,,,,simulated
thrust,thrust,378019.8695434,1779343187.85029,2779,165.64132757679317,N,OK,,,,simulated
tank_temp,temperature,378019.8695796,1779343187.8503265,180922,20.35825526185731,°C,OK,,,,simulated
CC-PT,pressure,378019.8804345,1779343187.861184,2279231,214.63192577742652,psi,OK,,,,simulated
FI-PT,pressure,378019.8806441,1779343187.861391,2879933,304.14350976270555,psi,OK,,,,simulated
thrust,thrust,378019.8806818,1779343187.8614285,2675,159.4424437811881,N,OK,,,,simulated
tank_temp,temperature,378019.880753,1779343187.8615005,180649,19.935604093975147,°C,OK,,,,simulated
CC-PT,pressure,378019.8939184,1779343187.874695,2278889,214.58096380006842,psi,OK,,,,simulated
FI-PT,pressure,378019.8941463,1779343187.8748934,2871395,302.8712484683095,psi,OK,,,,simulated
thrust,thrust,378019.8941768,1779343187.8749235,2625,156.4622111871472,N,OK,,,,simulated
tank_temp,temperature,378019.8942102,1779343187.8749568,180905,20.331936324663182,°C,OK,,,,simulated
CC-PT,pressure,378019.9057648,1779343187.8865137,2283714,215.29994491338078,psi,OK,,,,simulated
FI-PT,pressure,378019.9059352,1779343187.886682,2880497,304.2275523218575,psi,OK,,,,simulated
thrust,thrust,378019.9059636,1779343187.8867102,2505,149.30965296144905,N,OK,,,,simulated
tank_temp,temperature,378019.9059938,1779343187.8867407,180870,20.277750277498804,°C,OK,,,,simulated
CC-PT,pressure,378019.9178352,1779343187.8985825,2291162,216.40978353140162,psi,OK,,,,simulated
