sensor_name,sensor_kind,t_monotonic,t_wall,raw_value,value,units,status,message,filtered_value,sequence,source
injector_pressure,pressure,33474.5093598,1777362120.5092194,2873243,303.14662195999887,psi,OK,,,,simulated
thrust,thrust,33474.5093699,1777362120.5092294,813,48.45858197910502,N,OK,,,,simulated
tank_temp,temperature,33474.5093812,1777362120.5092406,180837,20.226660575886672,°C,OK,,,,simulated
chamber_pressure,pressure,33474.5296711,1777362120.5295315,2310046,219.22371914669503,psi,OK,,,,simulated
injector_pressure,pressure,33474.5297789,1777362120.5296383,2899285,307.0271828206995,psi,OK,,,,simulated
thrust,thrust,33474.5298131,1777362120.5296726,607,36.180023691656515,N,OK,,,,simulated
tank_temp,temperature,33474.5298726,1777362120.5297332,180792,20.156992800961042,°C,OK,,,,simulated
chamber_pressure,pressure,33474.5499705,1777362120.5498304,2318731,220.51788515065735,psi,OK,,,,simulated
injector_pressure,pressure,33474.5500237,1777362120.549883,2886179,305.0742364018245,psi,OK,,,,simulated
thrust,thrust,33474.5500494,1777362120.5499089,343,20.444395595120568,N,OK,,,,simulated
tank_temp,temperature,33474.5500622,1777362120.5499215,180915,20.347418052424434,°C,OK,,,,simulated
chamber_pressure,pressure,33474.5703818,1777362120.5702424,2309641,219.1633694366657,psi,OK,,,,simulated
injector_pressure,pressure,33474.5704672,1777362120.5703268,2898211,306.8671443303995,psi,OK,,,,simulated
thrust,thrust,33474.5705231,1777362120.5703833,141,8.404255915195336,N,OK,,,,simulated
tank_temp,temperature,33474.5705527,1777362120.570412,180729,20.059457916065156,°C,OK,,,,simulated
chamber_pressure,pressure,33474.5904205,1777362120.5902808,2335120,222.96003674984416,psi,OK,,,,simulated
injector_pressure,pressure,33474.5904486,1777362120.590308,2878528,303.93414842297415,psi,OK,,,,simulated
thrust,thrust,33474.5904572,1777362120.5903165,-19,1.1324883857355417,N,OK,,,,simulated
tank_temp,temperature,33474.590468,1777362120.5903273,180782,20.14151107319979,°C,OK,,,,simulated
chamber_pressure,pressure,33474.610734,1777362120.6105943,2313435,219.72871955975532,psi,OK,,,,simulated
injector_pressure,pressure,33474.6108141,1777362120.6106734,2887949,305.33798698639714,psi,OK,,,,simulated
thrust,thrust,33474.6108376,1777362120.6106973,-321,19.133093253742572,N,OK,,,,simulated
tank_temp,temperature,33474.6108592,1777362120.6107185,180795,20.16163731928942,°C,OK,,,,simulated
chamber_pressure,pressure,33474.6311453,1777362120.6310055,2300396,217.7857569200703,psi,OK,,,,simulated
injector_pressure,pressure,33474.631199,1777362120.6310582,2905694,307.98219835545996,psi,OK,,,,simulated
thrust,thrust,33474.6312239,1777362120.6310835,-453,27.000907302010546,N,OK,,,,simulated
tank_temp,temperature,33474.6312389,1777362120.631098,180724,20.051717052184532,°C,OK,,,,simulated
chamber_pressure,pressure,33474.6512448,1777362120.6511052,2319327,220.60669608195977,psi,OK,,,,simulated
injector_pressure,pressure,33474.651316,1777362120.6511755,2908117,308.34325353422804,psi,OK,,,,simulated
thrust,thrust,33474.6513402,1777362120.6511998,-731,43.571000524877945,N,OK,,,,simulated
tank_temp,temperature,33474.6513622,1777362120.6512215,180986,20.45733831952932,°C,OK,,,,simulated
chamber_pressure,pressure,33474.6712858,1777362120.6711462,2316615,220.20257654220782,psi,OK,,,,simulated
injector_pressure,pressure,33474.6713349,1777362120.671194,2881260,304.34124819532013,psi,OK,,,,simulated
thrust,thrust,33474.6713456,1777362120.6712048,-873,52.0348610919541,N,OK,,,,simulated
tank_temp,temperature,33474.6713578,1777362120.6712174,180710,20.03004263331878,°C,OK,,,,simulated
chamber_pressure,pressure,33474.691687,1777362120.6915474,2289639,216.1828388193654,psi,OK,,,,simulated
injector_pressure,pressure,33474.6917322,1777362120.6915917,2881619,304.3947433703832,psi,OK,,,,simulated
thrust,thrust,33474.691745,1777362120.6916041,-1119,66.69760545463532,N,OK,,,,simulated
tank_temp,temperature,33474.6917569,1777362120.6916163,180851,20.248334994752426,°C,OK,,,,simulated
chamber_pressure,pressure,33474.712362,1777362120.7122226,2312429,219.57881386027506,psi,OK,,,,simulated
injector_pressure,pressure,33474.7124339,1777362120.7122931,2895258,306.42711298788936,psi,OK,,,,simulated
thrust,thrust,33474.7124585,1777362120.7123184,-1227,73.13490785776366,N,OK,,,,simulated
tank_temp,temperature,33474.7124756,1777362120.712335,180839,20.229756921438923,°C,OK,,,,simulated
chamber_pressure,pressure,33474.7324894,1777362120.7323494,2323953,221.29602388096143,psi,OK,,,,simulated
injector_pressure,pressure,33474.7325703,1777362120.7324295,2903676,307.68149288672123,psi,OK,,,,simulated
thrust,thrust,33474.7325903,1777362120.7324498,-1445,86.12872196778198,N,OK,,,,simulated
tank_temp,temperature,33474.7326148,1777362120.732474,180983,20.452693801200944,°C,OK,,,,simulated
chamber_pressure,pressure,33474.7527202,1777362120.7525806,2322557,221.08800364589737,psi,OK,,,,simulated
injector_pressure,pressure,33474.7527895,1777362120.7526486,2898599,306.9249608427239,psi,OK,,,,simulated
thrust,thrust,33474.7528012,1777362120.7526605,-1685,100.4338384191783,N,OK,,,,simulated
tank_temp,temperature,33474.7528132,1777362120.7526724,180751,20.09351771713991,°C,OK,,,,simulated
chamber_pressure,pressure,33474.7732504,1777362120.7731106,2311400,219.42548089331166,psi,OK,,,,simulated
injector_pressure,pressure,33474.7733266,1777362120.7731857,2900679,307.23490503250423,psi,OK,,,,simulated
thrust,thrust,33474.7733561,1777362120.7732158,-1917,114.26211765552807,N,OK,,,,simulated
tank_temp,temperature,33474.7733684,1777362120.7732277,180952,20.404700445141064,°C,OK,,,,simulated
chamber_pressure,pressure,33474.7938332,1777362120.793694,2302846,218.1508354128403,psi,OK,,,,simulated
injector_pressure,pressure,33474.793891,1777362120.7937505,2888303,305.39073710331166,psi,OK,,,,simulated
thrust,thrust,33474.7939068,1777362120.7937663,-2057,122.60676891884259,N,OK,,,,simulated
tank_temp,temperature,33474.793919,1777362120.7937784,180838,20.228208748662798,°C,OK,,,,simulated
chamber_pressure,pressure,33474.8140129,1777362120.8138733,2320142,220.72814056016693,psi,OK,,,,simulated
injector_pressure,pressure,33474.8140914,1777362120.8139508,2904779,307.8458527142826,psi,OK,,,,simulated
thrust,thrust,33474.8141055,1777362120.8139648,-2197,130.9514201821571,N,OK,,,,simulated
tank_temp,temperature,33474.8141172,1777362120.8139765,180879,20.29168383248393,°C,OK,,,,simulated
chamber_pressure,pressure,33474.8344025,1777362120.834263,2303720,218.2810715771999,psi,OK,,,,simulated
injector_pressure,pressure,33474.8344649,1777362120.8343241,2910727,308.7321738877504,psi,OK,,,,simulated
thrust,thrust,33474.8344919,1777362120.8343515,-2387,142.27630403951252,N,OK,,,,simulated
tank_temp,temperature,33474.8345064,1777362120.8343656,180849,20.245238649200175,°C,OK,,,,simulated
chamber_pressure,pressure,33474.8550077,1777362120.854868,2328558,221.98222243573935,psi,OK,,,,simulated
injector_pressure,pressure,33474.855091,1777362120.8549504,2895711,306.4946152561444,psi,OK,,,,simulated
thrust,thrust,33474.8551062,1777362120.8549654,-2493,148.59439713887923,N,OK,,,,simulated
tank_temp,temperature,33474.8551203,1777362120.8549795,180937,20.381477853499188,°C,OK,,,,simulated
chamber_pressure,pressure,33474.8753389,1777362120.8751984,2312022,219.51816612698633,psi,OK,,,,simulated
injector_pressure,pressure,33474.8753722,1777362120.8752315,2886261,305.0864553554601,psi,OK,,,,simulated
thrust,thrust,33474.8753826,1777362120.875242,-2607,155.38932745329248,N,OK,,,,simulated
tank_temp,temperature,33474.8753934,1777362120.8752527,180825,20.208082502573173,°C,OK,,,,simulated
chamber_pressure,pressure,33474.8958563,1777362120.8957167,2305587,218.5592762898536,psi,OK,,,,simulated
injector_pressure,pressure,33474.8959227,1777362120.8957822,2893646,306.18690624080966,psi,OK,,,,simulated
thrust,thrust,33474.8959368,1777362120.8957963,-2771,165.16449036174663,N,OK,,,,simulated
tank_temp,temperature,33474.8959493,1777362120.8958087,180897,20.319550942454182,°C,OK,,,,simulated
chamber_pressure,pressure,33474.9164127,1777362120.9162729,2308884,219.05056763298126,psi,OK,,,,simulated
injector_pressure,pressure,33474.9164774,1777362120.9163365,2909538,308.5549990600346,psi,OK,,,,simulated
thrust,thrust,33474.9165031,1777362120.9163628,-2901,172.91309510625297,N,OK,,,,simulated
tank_temp,temperature,33474.9165192,1777362120.9163787,180928,20.367544298514062,°C,OK,,,,simulated
chamber_pressure,pressure,33474.9370102,1777362120.9368703,2306048,218.62797065114626,psi,OK,,,,simulated
injector_pressure,pressure,33474.9371181,1777362120.9369774,2884999,304.8984026787761,psi,OK,,,,simulated
thrust,thrust,33474.9371791,1777362120.9370391,-2965,176.72779282662532,N,OK,,,,simulated
tank_temp,temperature,33474.9372022,1777362120.9370615,181027,20.520813403350452,°C,OK,,,,simulated
chamber_pressure,pressure,33474.9574281,1777362120.9572878,2308093,218.93269943388694,psi,OK,,,,simulated
injector_pressure,pressure,33474.9574852,1777362120.9573445,2902090,307.4451604420138,psi,OK,,,,simulated
thrust,thrust,33474.9575144,1777362120.9573739,-3093,184.35718826737002,N,OK,,,,simulated
tank_temp,temperature,33474.9575342,1777362120.9573934,180757,20.102806753796663,°C,OK,,,,simulated
chamber_pressure,pressure,33474.978078,1777362120.9779377,2305758,218.58475727853266,psi,OK,,,,simulated
injector_pressure,pressure,33474.978132,1777362120.9779913,2893602,306.1803497291028,psi,OK,,,,simulated
thrust,thrust,33474.9781578,1777362120.9780176,-3135,186.86058364636438,N,OK,,,,simulated
tank_temp,temperature,33474.9781771,1777362120.9780364,181014,20.500687157260824,°C,OK,,,,simulated
