sensor_name,sensor_kind,t_monotonic,t_wall,raw_value,value,units,status,message,filtered_value,sequence,source
tank_temp,temperature,304315.3492118,1777103264.099249,180714,20.03623532442328,°C,OK,,,,simulated
chamber_pressure,pressure,304315.3692181,1777103264.1192558,2213603,204.85259054334054,psi,OK,,,,simulated
injector_pressure,pressure,304315.3692774,1777103264.1193142,2861175,301.34834961275453,psi,OK,,,,simulated
thrust,thrust,304315.3692839,1777103264.1193209,1797,107.10955942982991,N,OK,,,,simulated
tank_temp,temperature,304315.3692901,1777103264.119327,180767,20.118288481557915,°C,OK,,,,simulated
chamber_pressure,pressure,304315.3894442,1777103264.139482,2224961,206.54506463349637,psi,OK,,,,simulated
injector_pressure,pressure,304315.389501,1777103264.1395378,2866180,302.09415281941324,psi,OK,,,,simulated
thrust,thrust,304315.3895086,1777103264.1395457,1983,118.19602467966206,N,OK,,,,simulated
tank_temp,temperature,304315.3895158,1777103264.1395528,180796,20.163185492065544,°C,OK,,,,simulated
chamber_pressure,pressure,304315.4098065,1777103264.1598444,2211761,204.57811112142932,psi,OK,,,,simulated
injector_pressure,pressure,304315.4098752,1777103264.159912,2852330,300.0303417480399,psi,OK,,,,simulated
thrust,thrust,304315.4098824,1777103264.1599193,2159,128.68644341068602,N,OK,,,,simulated
tank_temp,temperature,304315.4098915,1777103264.1599283,180725,20.053265224960658,°C,OK,,,,simulated
chamber_pressure,pressure,304315.4303383,1777103264.1803758,2218229,205.5419183423422,psi,OK,,,,simulated
injector_pressure,pressure,304315.4304029,1777103264.1804397,2862437,301.5364022894385,psi,OK,,,,simulated
thrust,thrust,304315.4304103,1777103264.1804476,2299,137.03109467400054,N,OK,,,,simulated
tank_temp,temperature,304315.4304179,1777103264.180455,180768,20.119836654334037,°C,OK,,,,simulated
chamber_pressure,pressure,304315.4508834,1777103264.200921,2241443,209.00107431424547,psi,OK,,,,simulated
injector_pressure,pressure,304315.4509451,1777103264.200982,2862590,301.5592010687829,psi,OK,,,,simulated
thrust,thrust,304315.4509521,1777103264.200989,2495,148.71360644264087,N,OK,,,,simulated
tank_temp,temperature,304315.450959,1777103264.200996,180671,19.9696638950499,°C,OK,,,,simulated
chamber_pressure,pressure,304315.4709793,1777103264.2210176,2222441,206.1695553266472,psi,OK,,,,simulated
injector_pressure,pressure,304315.4710889,1777103264.2211258,2848921,299.5223611023857,psi,OK,,,,simulated
thrust,thrust,304315.4711082,1777103264.2211454,2601,155.03169954200757,N,OK,,,,simulated
tank_temp,temperature,304315.4711233,1777103264.2211602,180713,20.034687151647155,°C,OK,,,,simulated
chamber_pressure,pressure,304315.4912991,1777103264.241337,2226085,206.71255370528146,psi,OK,,,,simulated
injector_pressure,pressure,304315.4913516,1777103264.2413886,2870334,302.7131471291956,psi,OK,,,,simulated
thrust,thrust,304315.4913586,1777103264.2413957,2639,157.29667631347866,N,OK,,,,simulated
tank_temp,temperature,304315.4913657,1777103264.2414026,180712,20.03313897887103,°C,OK,,,,simulated
chamber_pressure,pressure,304315.5117797,1777103264.2618177,2258648,211.5648194032692,psi,OK,,,,simulated
injector_pressure,pressure,304315.5118568,1777103264.261894,2868994,302.51347154539485,psi,OK,,,,simulated
thrust,thrust,304315.5118646,1777103264.2619016,2905,173.15151371377624,N,OK,,,,simulated
tank_temp,temperature,304315.5118725,1777103264.2619095,180657,19.947989476184148,°C,OK,,,,simulated
chamber_pressure,pressure,304315.5320601,1777103264.2820976,2222155,206.12693800055243,psi,OK,,,,simulated
injector_pressure,pressure,304315.5321227,1777103264.2821598,2890651,305.74061640985207,psi,OK,,,,simulated
thrust,thrust,304315.5321369,1777103264.2821739,2957,176.25095561157877,N,OK,,,,simulated
tank_temp,temperature,304315.5321486,1777103264.2821858,180649,19.935604093975147,°C,OK,,,,simulated
chamber_pressure,pressure,304315.5521579,1777103264.3021958,2248641,210.07366002484085,psi,OK,,,,simulated
injector_pressure,pressure,304315.5522642,1777103264.3023012,2869473,302.58484811602216,psi,OK,,,,simulated
thrust,thrust,304315.5522814,1777103264.3023186,3039,181.13853706580585,N,OK,,,,simulated
tank_temp,temperature,304315.5522956,1777103264.3023326,180645,19.929411402870645,°C,OK,,,,simulated
chamber_pressure,pressure,304315.5725342,1777103264.322572,2223514,206.3294448053175,psi,OK,,,,simulated
injector_pressure,pressure,304315.5725976,1777103264.3226345,2866807,302.18758311123645,psi,OK,,,,simulated
thrust,thrust,304315.5726045,1777103264.3226414,3153,187.9334673802191,N,OK,,,,simulated
tank_temp,temperature,304315.5726117,1777103264.3226485,180738,20.073391471050286,°C,OK,,,,simulated
chamber_pressure,pressure,304315.5926734,1777103264.3427107,2240658,208.88410018492937,psi,OK,,,,simulated
injector_pressure,pressure,304315.5927257,1777103264.3427627,2881495,304.37626592830014,psi,OK,,,,simulated
thrust,thrust,304315.592733,1777103264.3427699,3219,191.8673744043531,N,OK,,,,simulated
tank_temp,temperature,304315.59274,1777103264.342777,180745,20.08422868048316,°C,OK,,,,simulated
chamber_pressure,pressure,304315.6129291,1777103264.3629668,2264762,212.47587650726751,psi,OK,,,,simulated
injector_pressure,pressure,304315.6129925,1777103264.3630295,2871912,302.9482874808654,psi,OK,,,,simulated
thrust,thrust,304315.6129991,1777103264.3630362,3269,194.84760699839399,N,OK,,,,simulated
tank_temp,temperature,304315.6130065,1777103264.3630433,180739,20.074939643826408,°C,OK,,,,simulated
chamber_pressure,pressure,304315.6334707,1777103264.3835084,2264876,212.49286383305355,psi,OK,,,,simulated
injector_pressure,pressure,304315.633556,1777103264.3835933,2879896,304.13799633240654,psi,OK,,,,simulated
thrust,thrust,304315.6335741,1777103264.3836112,3281,195.5628628209638,N,OK,,,,simulated
tank_temp,temperature,304315.633588,1777103264.383625,180768,20.119836654334037,°C,OK,,,,simulated
chamber_pressure,pressure,304315.6541596,1777103264.4041977,2246437,209.74523839297754,psi,OK,,,,simulated
injector_pressure,pressure,304315.6542587,1777103264.4042957,2867903,302.35089985738995,psi,OK,,,,simulated
thrust,thrust,304315.654273,1777103264.40431,3345,199.37756054133615,N,OK,,,,simulated
tank_temp,temperature,304315.6542863,1777103264.4043233,180680,19.983597450035028,°C,OK,,,,simulated
chamber_pressure,pressure,304315.6743972,1777103264.424435,2253757,210.8360035223965,psi,OK,,,,simulated
injector_pressure,pressure,304315.6744604,1777103264.4244974,2874593,303.3477876600966,psi,OK,,,,simulated
thrust,thrust,304315.6744681,1777103264.424505,3301,196.75495585858016,N,OK,,,,simulated
tank_temp,temperature,304315.6744748,1777103264.4245117,180765,20.115192136005664,°C,OK,,,,simulated
